danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
0.538,0.77,5,-7.376,1,0.0487,0.0158,0.0686,0.238,127.103,265920,4,6,
0.774,0.627,1,-6.874,1,0.246,0.0236,0.181,0.437,155.116,179398,4,5,
0.494,0.805,1,-6.437,1,0.0293,0.000595,0.0636,0.571,96.996,232526,4,1,
0.33,0.556,7,-11.494,1,0.0796,0.207,0.315,0.506,173.828,222279,4,1,
0.436,0.801,10,-5.257,0,0.0391,0.000688,0.0782,0.753,128.738,223640,4,2,
0.795,0.576,6,-4.971,1,0.0289,0.0787,0.121,0.847,111.975,183861,4,6,
0.382,0.615,5,-11.285,1,0.037,0.0298,0.228,0.578,168.614,255107,4,10,
0.51,0.415,6,-13.368,0,0.0322,0.703,0.1,0.204,120.889,3.71355,4,0,
0.457,0.932,4,-4.402,0,0.0629,0.00193,0.337,0.327,110.013,221952,4,8,
0.251,0.954,6,-2.879,1,0.0691,0.000674,0.0975,0.264,191.059,258000,4,9,
0.68,0.53,11,-13.105,0,0.0889,0.417,0.0559,0.352,124.551,266013,4,10,
0.609,0.895,2,-2.809,1,0.0375,0.000324,0.0831,0.368,123.044,177560,4,6,
0.271,0.746,3,-8.828,1,0.0559,0.131,0.765,0.173,79.02,6.379116667,4,9,
0.517,0.743,9,-4.336,1,0.0363,0.243,0.107,0.664,76.979,3.29885,4,4,
0.602,0.81,8,-4.562,1,0.0272,0.000151,0.125,0.509,130.028,183440,4,6,
0.693,0.155,,-16.426,0,0.0601,0.99,0.11,0.68,75.985,3.258716667,4,7,
0.578,0.886,11,-4.348,1,0.0633,0.011,0.143,0.615,80.008,180627,4,10,
0.588,0.708,6,-7.823,1,0.0351,0.445,0.293,0.579,131.197,178376,4,6,
0.692,0.431,6,-11.884,1,0.0335,0.305,0.132,0.327,138.925,183133,4,9,
0.514,0.823,,-5.336,1,0.0425,0.000273,0.337,0.456,153.035,251507,4,8,
0.32,0.96,7,-7.01,1,0.055,0.00116,0.334,0.562,140.861,154307,4,8,
0.619,0.546,11,-10.206,0,0.042,0.0192,0.0676,0.479,120.675,3.46843333,4,10,
0.509,0.439,5,-8.011,1,0.0395,0.294,0.725,0.258,89.241,4.300666667,4,9,
0.639,0.715,6,-8.954,0,0.0392,0.0243,0.619,0.813,128.072,238853,4,6,
0.877,0.628,9,-10.189,0,0.0349,0.84,0.117,0.876,128.008,139219,4,5,
0.5,0.732,5,-3.578,0,0.0418,0.000397,0.0759,0.637,169.9,216218,4,6,
0.45,0.98,9,-1.585,1,0.13,0.0131,0.0634,0.626,140.033,149123,4,6,
0.76,0.682,4,-8.906,0,0.134,0.209,0.0719,0.216,122.018,270506,4,1,
0.384,0.885,2,-7.436,0,0.501,0.00465,0.498,0.294,155.151,204269,4,8,
0.399,0.234,7,-15.739,0,0.0316,0.957,0.116,0.172,96.005,3.5,4,7,
0.623,0.896,,-4.719,1,0.247,0.035,0.0941,0.613,95.158,300933,4,5,
0.581,0.934,8,-5.511,1,0.0547,0.000169,0.0901,0.391,120.024,184027,4,1,
0.207,0.243,10,-8.181,1,0.0306,0.925,0.118,0.394,171.648,185176,4,9,
0.537,0.355,,-11.241,1,0.0363,0.357,0.132,0.39,113.994,214573,4,1,
0.588,0.812,8,-8.553,1,0.0696,0.182,0.163,0.714,94.032,185360,4,10,
0.42,0.521,7,-11.354,0,0.0327,0.497,0.752,0.702,104.765,5.746,4,3,
0.796,0.426,1,-13.207,1,0.285,0.356,0.0941,0.649,150.043,128014,4,5,
0.67,0.555,10,-8.985,1,0.0318,0.04,0.14,0.503,121.067,174260,4,10,
0.201,0.777,1,-10.167,1,0.0705,0.304,0.0981,0.235,145.733,433573,4,6,
0.351,0.964,4,-3.745,0,0.12,0.000697,0.181,0.496,185.923,239853,4,2,
0.168,0.813,1,-6.856,1,0.051,0.000361,0.0922,0.291,156.969,417720,4,8,
0.615,0.56,,-7.721,1,0.0389,0.442,0.132,0.502,131.859,227600,4,10,
0.375,0.914,8,-3.241,1,0.0589,0.000558,0.101,0.254,138.934,294072,4,1,
0.528,0.115,10,-21.438,0,0.0328,0.927,0.232,0.0874,61.512,4.49755,4,7,
0.496,0.825,1,-5.251,1,0.0673,0.00105,0.0809,0.521,139.824,3.353183333,4,9,
0.494,0.936,11,-7.195,0,0.0398,0.0112,0.276,0.834,107.543,224480,4,6,
0.588,0.667,4,-7.483,0,0.0319,0.27,0.105,0.307,96.064,245074,4,10,
0.647,0.701,9,-10.689,0,0.0497,0.407,0.144,0.369,120.048,293900,4,6,
0.317,0.905,2,-7.521,1,0.0687,0.000639,0.0721,0.197,135.822,187200,4,10,
0.613,0.213,7,-18.525,1,0.0414,0.778,0.112,0.466,139.878,6.708883333,4,7,
0.438,0.71,2,-12.412,1,0.0919,0.262,0.221,0.53,145.928,210373,4,10,
0.655,0.649,7,-7.805,1,0.0285,0.34,0.143,0.718,137.937,267922,4,6,
0.621,0.787,6,-5.149,0,0.0383,0.0199,0.566,0.589,128.941,187827,4,10,
0.489,0.502,3,-12.99,0,0.0305,0.829,0.11,0.245,109.993,332653,3,6,
0.357,0.766,5,-6.491,0,0.214,0.0104,0.149,0.499,176.358,327634,4,10,
0.44,0.341,1,-7.309,1,0.033,0.738,0.105,0.228,124.815,299389,4,9,
0.657,0.845,10,-5.581,0,0.047,0.00049,0.043,0.537,125.608,248960,4,10,
0.249,0.979,4,-4.063,1,0.0975,0.000202,0.343,0.247,159.907,236869,4,1,
0.703,0.691,1,-6.121,1,0.0417,0.00544,0.23,0.715,164.101,190648,4,9,
0.565,0.887,11,-4.112,1,0.0355,0.0623,0.143,0.802,146.068,189067,4,10,
0.55,0.683,4,-6.914,1,0.0362,0.0361,0.334,0.24,87.053,206853,4,1,
0.451,0.156,,-15.422,0,0.0415,0.964,0.0993,0.379,137.405,4.189116667,4,7,
0.381,0.886,2,-4.174,1,0.0719,0.0000258,0.056,0.429,144.99,157820,4,6,
0.503,0.853,11,-6.097,1,0.0443,0.00000572,0.144,0.619,124.93,177591,4,10,
0.53,0.51,4,-10.439,1,0.0307,0.93,0.107,0.491,141.621,6.067783333,4,3,
0.682,0.537,2,-10.254,0,0.0323,0.218,0.0556,0.963,124.574,356733,4,10,
0.747,0.571,9,-12.9,0,0.086,0.48,0.242,0.965,91.838,220093,4,6,
0.676,0.747,4,-4.639,0,0.0342,0.177,0.221,0.449,106.021,256344,4,10,
0.35,0.835,5,-6.243,1,0.0515,0.00424,0.295,0.314,140.076,222367,4,8,
0.446,0.963,6,-5.972,1,0.0987,0.0612,0.323,0.727,165.028,161613,4,6,
0.667,0.543,10,-7.467,1,0.0329,0.416,0.102,0.818,118.332,306467,4,10,
0.298,0.584,11,-7.257,1,0.0322,0.0435,0.1,0.388,143.927,466382,3,8,
0.696,0.587,3,-6.992,0,0.059,0.128,0.106,0.581,128.003,3.426666667,4,9,
0.639,0.463,4,-7.737,1,0.0336,0.721,0.0789,0.323,94.064,235048,4,2,
0.743,0.462,11,-6.806,0,0.496,0.287,0.035,0.785,89.521,189326,4,5,
0.264,0.904,7,-7.795,1,0.113,0.000107,0.21,0.145,117.494,303502,4,8,
0.31,0.821,,-7.226,1,0.0338,0.0000116,0.363,0.379,94.154,187027,3,10,
0.606,0.475,7,-9.344,1,0.044,0.224,0.113,0.844,125.963,143147,4,10,
0.345,0.924,7,-7.767,0,0.0553,0.00376,0.122,0.434,142.378,261733,4,8,
0.461,0.987,1,-1.711,0,0.108,0.0000358,0.359,0.309,142.031,269266,4,8,
0.523,0.769,4,-5.855,1,0.0269,0.04,0.136,0.876,136.162,244587,4,1,
0.263,0.89,,-2.913,1,0.177,0.0022,0.306,0.286,190.389,151733,4,8,
0.507,0.715,7,-5.93,0,0.0267,0.576,0.155,0.793,76.01,220738,4,9,
0.543,0.803,7,-4.013,1,0.348,0.184,0.696,0.738,170.069,169813,4,5,
0.541,0.904,7,-3.001,1,0.0435,0.00143,0.193,0.541,98.122,208693,4,10,
0.562,0.187,,-9.156,1,0.0313,0.921,0.0813,0.199,117.594,4.58321667,4,0,
0.68,0.599,11,-8.799,1,0.299,0.407,0.145,0.617,82.335,187500,4,5,
0.22,0.457,2,-8.8,1,0.0754,0.000765,0.0972,0.258,134.094,238346,4,10,
0.465,0.517,4,-6.189,1,0.0284,0.00854,0.209,0.137,136.176,284373,3,10,
0.371,0.329,7,-11.794,0,0.036,0.234,0.0977,0.0838,114.783,146071,4,5,
0.583,0.573,8,-5.42,1,0.0811,0.208,0.285,0.783,184.062,233630,4,1,
0.778,0.718,,-4.556,1,0.0297,0.00674,0.14,0.969,104.728,182880,4,9,
0.623,0.623,11,-8.403,0,0.0392,0.848,0.0572,0.604,89.031,200240,3,2,
0.607,0.704,1,-4.433,1,0.225,0.0214,0.0858,0.338,183.904,150000,4,5,
0.771,0.553,11,-8.741,0,0.121,0.0166,0.145,0.484,115.002,177725,4,6,
0.519,0.284,,-15.035,1,0.0304,0.283,0.0881,0.141,131.427,152320,4,10,
0.653,0.964,9,-4.261,0,0.0582,0.00316,0.144,0.87,126.928,209267,4,1,
0.544,0.5,11,-8.253,1,0.026,0.0325,0.109,0.177,93.621,238493,4,10,
0.532,0.887,,-3.757,1,0.0335,0.0778,0.294,0.795,122.511,249293,4,10,
0.463,0.908,10,-4.373,0,0.0756,0.00893,0.366,0.459,99.993,204745,4,1,
0.467,0.896,4,-3.31,1,0.0441,0.0000797,0.3,0.145,109.953,242116,4,1,
0.673,0.748,7,-9.14,1,0.619,0.306,0.323,0.671,119.961,240000,4,6,
0.556,0.563,,-6.731,1,0.0523,0.04,0.245,0.349,83.9,63214,4,1,
0.39,0.534,,-9.575,1,0.0709,0.0807,0.184,0.244,92.047,3.31275,4,9,
0.567,0.959,8,-3.822,1,0.102,0.0995,0.1,0.961,137.377,2.23221667,4,10,
0.566,0.686,9,-8.101,1,0.0403,0.0000978,0.372,0.738,120.952,180224,4,1,
0.585,0.436,10,-8.761,1,0.0601,0.721,0.105,0.132,143.874,242014,4,9,
0.815,0.661,10,-8.208,1,0.0996,0.106,0.284,0.699,124.991,167787,3,6,
0.463,0.965,1,-5.063,1,0.0734,0.0000096,0.582,0.296,92.995,252200,4,8,
0.305,0.833,6,-7.981,1,0.0398,0.000327,0.091,0.586,100.675,206773,4,10,
0.554,0.449,2,-7.17,1,0.0336,0.0245,0.257,0.441,137.946,290556,3,1,
0.701,0.205,3,-13.458,1,0.0582,0.959,0.0716,0.839,101.734,145853,4,2,
0.509,0.961,9,-4.845,1,0.0713,0.0897,0.253,0.753,110.1,276826,5,10,
0.624,0.257,5,-13.341,1,0.0444,0.93,0.138,0.681,85.617,3.061116667,4,4,
0.465,0.523,2,-6.491,1,0.0268,0.0231,0.105,0.325,75.085,3.135116667,3,9,
0.612,0.482,6,-10.056,0,0.0379,0.698,0.0897,0.462,95.961,175935,4,9,
0.503,0.759,7,-8.7,1,0.0315,0.00755,0.338,0.965,142.856,125765,4,1,
0.744,0.391,,-8.374,1,0.0266,0.769,0.109,0.533,104.874,171958,4,1,
0.634,0.648,3,-6.781,0,0.0412,0.361,0.619,0.667,95.989,4.1302,4,3,
0.711,0.404,,-10.059,1,0.0342,0.801,0.0597,0.449,96.591,5.05955,3,7,
0.88,0.575,6,-6.091,1,0.163,0.415,0.109,0.671,120.031,232048,4,5,
0.378,0.724,1,-6.706,0,0.0499,0.00000323,0.172,0.603,102.996,200405,4,6,
0.844,0.787,11,-7.044,1,0.132,0.0941,0.0841,0.54,110.985,116757,4,6,
0.61,0.574,5,-8.307,0,0.0349,0.123,0.295,0.554,109.982,244429,4,2,
0.455,0.997,1,-4.992,0,0.0633,0.00000836,0.138,0.529,110.021,248933,4,8,
0.41,0.78,9,-5.391,1,0.0332,0.211,0.48,0.695,88.016,4.539116667,4,4,
0.641,0.598,7,-5.7,0,0.324,0.381,0.0921,0.285,131.459,199706,5,9,
0.723,0.541,,-14.021,1,0.0303,0.028,0.133,0.607,131.675,5.38161667,4,10,
0.292,0.823,7,-6.763,1,0.0407,0.0117,0.155,0.244,89.939,4.58991667,4,10,
0.389,0.0801,10,-22.977,1,0.0373,0.837,0.135,0.125,124.164,100253,4,2,
0.785,0.871,4,-2.692,0,0.265,0.144,0.309,0.315,87.248,290427,4,5,
0.623,0.833,7,-1.541,1,0.0765,0.662,0.164,0.525,149.827,5.873333333,4,0,
0.673,0.808,9,-6.183,1,0.0491,0.0121,0.037,0.303,130.041,336280,4,6,
0.559,0.674,7,-6.554,1,0.0552,0.00681,0.546,0.808,127.009,155498,4,10,
0.606,0.923,8,-6.842,1,0.0661,0.000676,0.081,0.599,108.107,313067,4,6,
0.566,0.686,9,-8.101,1,0.0403,0.0000978,0.372,0.738,120.952,180224,4,6,
0.625,0.728,9,-8.276,1,0.0263,0.0553,0.129,0.868,110.005,221389,4,10,
0.221,0.243,9,-15.376,0,0.0304,0.618,0.137,0.0685,80.393,293419,4,10,
0.712,0.629,6,-6.461,1,0.0365,0.0181,0.126,0.407,97.486,201973,4,10,
0.596,0.727,6,-5.763,0,0.0405,0.00481,0.0554,0.678,135.091,178813,4,10,
0.613,0.793,,-6.82,0,0.0666,0.0319,0.341,0.806,180.026,187532,4,10,
0.789,0.695,7,-9.499,1,0.0532,0.00412,0.14,0.355,109.996,226909,4,6,
0.386,0.933,9,-2.129,1,0.118,0.204,0.236,0.447,175.515,91399,4,6,
0.28,0.908,2,-5.509,0,0.109,0.0327,0.18,0.26,118.698,270080,4,8,
0.727,0.684,1,-9.095,1,0.183,0.242,0.0728,0.651,172.028,152093,4,5,
0.53,0.676,7,-4.1,1,0.0285,0.448,0.0883,0.234,88.206,339760,4,10,
0.877,0.677,5,-4.969,0,0.356,0.0439,0.0986,0.627,144.941,172185,4,5,
0.404,0.508,8,-5.893,0,0.0265,0.952,0.164,0.278,143.911,294933,4,2,
0.158,0.0122,7,-27.822,0,0.0458,0.927,0.0874,0.0394,106.244,5.239783333,3,7,
0.319,0.757,,-6.117,0,0.0432,0.016,0.102,0.101,122.465,322173,4,10,
0.533,0.274,8,-13.971,1,0.0321,0.933,0.122,0.348,153.356,2.241466667,3,7,
0.689,0.424,7,-6.599,1,0.217,0.964,0.578,0.545,129.533,211053,4,9,
0.876,0.497,1,-6.001,0,0.147,0.587,0.0718,0.407,103.944,131611,4,9,
0.581,0.576,1,-6.938,1,0.0276,0.207,0.109,0.526,77.001,221760,4,6,
0.617,0.632,8,-5.381,1,0.0371,0.0675,0.108,0.564,151.988,3.462216667,4,4,
0.828,0.609,1,-4.402,1,0.0694,0.0916,0.291,0.707,109.725,292593,4,9,
0.426,0.961,6,-2.859,1,0.066,0.00000766,0.118,0.344,95,236000,4,8,
0.567,0.631,,-8.739,1,0.0451,0.216,0.426,0.673,135.858,243867,4,1,
0.429,0.854,5,-5.404,1,0.0426,0.0012,0.239,0.683,135.008,186014,4,10,
0.173,0.929,2,-4.231,1,0.0727,0.00177,0.175,0.2,80.041,223188,4,8,
0.593,0.804,7,-5.497,1,0.0319,0.105,0.047,0.962,148.959,138360,4,1,
0.513,0.655,,-7.499,1,0.0428,0.0756,0.246,0.736,108.712,260031,4,10,
0.524,0.872,5,-6.77,1,0.0528,0.462,0.124,0.215,108.126,243160,4,10,
0.607,0.802,7,-7.345,1,0.0488,0.000645,0.242,0.636,85.98,181218,4,2,
0.421,0.891,4,-4.05,1,0.0386,0.00512,0.331,0.296,139.999,246813,4,10,
0.629,0.846,5,-8.497,0,0.0927,0.0812,0.103,0.569,125.462,309373,4,10,
0.783,0.435,7,-7.78,1,0.0588,0.282,0.0833,0.512,106.974,3.50366667,4,9,
0.407,0.668,7,-10.101,1,0.0378,0.00298,0.217,0.303,92.375,356160,4,8,
0.397,0.542,5,-9.699,1,0.0295,0.0427,0.117,0.509,150.189,285843,4,10,
0.616,0.824,6,-3.646,0,0.128,0.00658,0.3,0.206,125.024,205208,4,1,
0.295,0.357,8,-12.385,0,0.0424,0.98,0.0995,0.0652,65.584,204000,4,6,
0.728,0.572,2,-10.043,1,0.0348,0.242,0.102,0.744,110.346,3.449916667,4,0,
0.541,0.591,2,-6.688,1,0.0336,0.289,0.124,0.116,111.676,306320,4,6,
0.23,0.725,,-8.635,1,0.047,0.00174,0.858,0.421,149.602,278627,4,10,
0.489,0.819,8,-5.081,1,0.0589,0.0265,0.376,0.332,146.02,233587,4,10,
0.643,0.289,9,-15.184,1,0.0471,0.326,0.112,0.155,154.013,187013,4,6,
0.524,0.789,2,-6.783,1,0.114,0.263,0.732,0.344,102.958,7.361116667,4,9,
0.699,0.53,9,-10.244,0,0.0983,0.746,0.147,0.472,147.996,219933,4,1,
0.722,0.893,,-3.255,0,0.0475,0.0441,0.0673,0.439,119.932,116750,4,9,
0.573,0.113,7,-16.915,1,0.0461,0.965,0.11,0.252,136.246,2.8988,4,0,
0.338,0.34,9,-12.049,0,0.0339,0.58,0.116,0.197,82.433,482830,4,10,
0.65,0.9,1,-4.099,0,0.374,0.0252,0.176,0.659,89.788,206493,4,5,
0.441,0.976,8,-3.09,0,0.147,0.000335,0.298,0.248,130.411,220413,4,6,
0.362,0.974,1,-4.481,0,0.105,0.000044,0.231,0.521,199.999,266015,4,8,
0.663,0.435,1,-7.2,1,0.0278,0.0912,0.0539,0.391,92.016,198040,4,6,
0.551,0.819,2,-4.489,1,0.0525,0.0103,0.153,0.846,174.917,137760,4,6,
0.638,0.594,4,-6.103,0,0.0732,0.519,0.0825,0.108,129.861,204827,4,5,
0.42,0.62,6,-5.785,0,0.157,0.0194,0.123,0.742,78.774,199747,4,5,
0.499,0.983,1,-3.662,0,0.0882,0.000123,0.0728,0.0378,129.903,177440,4,8,
0.406,0.778,2,-5.383,1,0.114,0.00154,0.0565,0.692,106.933,124240,4,6,
0.834,0.692,1,-6.707,1,0.0784,0.304,0.155,0.66,94.97,249781,4,9,
0.543,0.917,5,-4.302,0,0.0392,0.0373,0.118,0.82,156.923,201640,4,10,
0.422,0.874,8,-4.606,0,0.0534,0.000166,0.143,0.392,102.743,233880,4,8,
0.535,0.0598,5,-17.601,1,0.0319,0.977,0.108,0.322,91.891,3.271283333,4,0,
0.266,0.946,9,-2.855,1,0.171,0.00781,0.26,0.498,168.465,179973,4,1,
0.711,0.505,3,-11.035,1,0.0291,0.61,0.101,0.605,125.961,208944,3,9,
0.542,0.904,,-5.002,0,0.0691,0.0000481,0.181,0.375,98.98,166093,4,10,
0.709,0.783,5,-7.073,0,0.0334,0.0533,0.11,0.899,128.031,204406,4,1,
0.535,0.173,3,-13.55,1,0.043,0.981,0.11,0.364,77.992,3.1498,1,7,
0.51,0.718,1,-6.129,0,0.0439,0.00183,0.14,0.713,199.992,187907,4,9,
0.642,0.595,,-10.019,0,0.546,0.604,0.0972,0.833,79.727,191482,4,5,
0.653,0.668,2,-10.294,0,0.0388,0.106,0.149,0.958,126.03,172791,4,6,
0.845,0.33,7,-10.74,0,0.119,0.6,0.136,0.623,117.996,235680,4,9,
0.452,0.915,11,-3.836,1,0.0355,0.00000951,0.0709,0.522,104.995,230653,3,10,
0.62,0.848,,-7.201,1,0.0391,0.354,0.698,0.732,133.557,132880,4,10,
0.396,0.956,,-4.726,1,0.042,0.00008,0.0602,0.445,74.992,184080,4,8,
0.689,0.715,9,-9.431,0,0.0732,0.419,0.239,0.731,103.182,136905,4,2,
0.786,0.91,7,-4.384,1,0.29,0.229,0.266,0.435,91.447,250493,4,5,
0.259,0.59,3,-8.343,1,0.0363,0.472,0.135,0.474,201.016,3.932,3,4,
0.518,0.365,9,-11.614,1,0.0381,0.949,0.104,0.373,78.85,153413,4,6,
0.767,0.787,3,-9.897,1,0.0331,0.0163,0.0513,0.964,126.879,266200,4,1,
0.926,0.762,1,-1.887,1,0.205,0.000718,0.117,0.277,127.931,153750,4,9,
0.414,0.476,3,-6.52,1,0.0302,0.91,0.0863,0.24,94.087,182053,4,10,
0.716,0.33,,-13.283,1,0.046,0.193,0.124,0.572,139.927,280840,4,1,
0.362,0.268,11,-11.272,1,0.0351,0.926,0.346,0.327,123.587,3.505883333,4,0,
0.436,0.482,2,-14.546,1,0.0385,0.0658,0.177,0.501,119.249,392440,4,2,
0.539,0.693,7,-5.245,1,0.0289,0.271,0.105,0.452,144.049,238000,4,9,
0.471,0.445,2,-12.062,1,0.0456,0.631,0.163,0.452,113.305,2.62555,4,4,
0.31,0.403,,-13.664,1,0.0326,0.0726,0.139,0.466,134.48,318027,4,6,
0.538,0.177,,-14.158,1,0.0447,0.91,0.0927,0.415,77.396,240360,4,2,
0.763,0.599,6,-6.194,1,0.12,0.519,0.148,0.614,122.802,220840,4,6,
0.72,0.573,1,-7.598,0,0.0347,0.0421,0.0678,0.484,96.066,222251,4,8,
0.61,0.832,5,-9.514,1,0.0403,0.000294,0.0829,0.559,132.972,269938,4,6,
0.606,0.679,5,-6.091,0,0.0684,0.075,0.677,0.964,183.8,238667,4,2,
0.25,0.804,,-6.873,1,0.0723,0.0963,0.531,0.729,174.232,350947,4,2,
0.646,0.531,4,-6.626,1,0.0265,0.342,0.132,0.187,130.009,4.382216667,4,9,
0.475,0.501,6,-11.287,0,0.474,0.418,0.224,0.34,78.036,227973,4,5,
0.518,0.729,2,-11.856,1,0.174,0.469,0.302,0.369,90.661,380027,4,1,
0.482,0.368,2,-13.35,1,0.307,0.344,0.0489,0.62,197.807,203907,4,1,
0.231,0.904,2,-5.506,1,0.0895,0.0304,0.15,0.598,176.073,310377,4,10,
0.486,0.75,11,-6.235,0,0.0492,0.0217,0.361,0.872,202.334,203653,4,2,
0.64,0.868,11,-5.527,1,0.0341,0.0986,0.242,0.798,115.968,353086,4,6,
0.634,0.747,6,-7.378,0,0.0495,0.336,0.0996,0.529,91.981,222294,4,1,
0.55,0.824,2,-5.988,1,0.0334,0.448,0.366,0.777,114.512,214733,4,10,
0.356,0.899,3,-6.211,1,0.243,0.00755,0.28,0.456,140.82,177547,4,6,
0.673,0.84,4,-5.114,1,0.0381,0.126,0.175,0.749,144.184,2.790433333,4,4,
0.601,0.937,8,-4.314,0,0.0495,0.00349,0.0509,0.755,126.013,217143,4,6,
0.722,0.785,8,-12.155,1,0.0677,0.0659,0.315,0.843,118.035,208240,4,2,
0.634,0.836,,-4.601,0,0.0289,0.0396,0.113,0.587,124.006,3.454666667,4,9,
0.282,0.932,9,-4.701,1,0.0387,0.12,0.0692,0.536,190.08,255893,4,1,
0.345,0.484,10,-8.164,0,0.091,0.219,0.115,0.429,69.643,213760,4,1,
0.711,0.592,4,-7.136,0,0.23,0.758,0.156,0.535,124.749,141224,4,9,
0.323,0.815,11,-10.172,0,0.0627,0.0000154,0.444,0.524,159.922,291187,4,8,
0.539,0.836,11,-5.365,1,0.0654,0.217,0.303,0.759,135.596,168760,4,6,
0.724,0.867,,-5.913,1,0.08,0.00145,0.135,0.681,96.015,183733,4,9,
0.426,0.883,7,-5.597,1,0.0429,0.0512,0.121,0.657,95.042,233583,4,6,
0.713,0.404,10,-11.395,1,0.0592,0.609,0.125,0.579,96.993,153402,4,5,
0.562,0.448,9,-13.113,1,0.0358,0.189,0.144,0.603,132.622,2.89755,4,4,
0.429,0.554,9,-6.128,0,0.0291,0.67,0.105,0.407,136.302,272000,4,10,
0.274,0.606,4,-6.493,1,0.03,0.00962,0.115,0.685,77.336,256960,4,8,
0.613,0.937,5,-10.13,1,0.0498,0.00209,0.518,0.414,121.062,420301,4,10,
0.757,0.86,,-4.648,1,0.0438,0.47,0.0941,0.923,128.095,231244,4,2,
0.569,0.804,6,-6.921,0,0.0542,0.000482,0.321,0.148,120.014,307100,4,10,
0.523,0.503,4,-10.796,0,0.0384,0.627,0.089,0.644,109.919,3.203783333,4,7,
0.654,0.822,4,-3.16,1,0.0949,0.0228,0.11,0.591,108.076,209071,4,10,
0.638,0.896,,-6.411,0,0.102,0.0107,0.892,0.83,123.552,173232,4,6,
0.462,0.972,7,-2.642,0,0.138,0.00285,0.666,0.449,128.092,213576,4,10,
0.59,0.762,2,-5.559,1,0.0361,0.0503,0.317,0.662,95.017,156947,4,1,
0.937,0.86,10,-10.833,0,0.443,0.595,0.135,0.673,119.974,208000,4,6,
0.305,0.8,11,-7.152,1,0.0435,0.000908,0.0693,0.273,114.007,374689,4,8,
0.644,0.418,4,-14.548,0,0.0586,0.8,0.105,0.797,158.08,3.91845,1,7,
0.388,0.913,5,-5.155,1,0.218,0.469,0.205,0.905,171.414,7.18,4,3,
0.677,0.87,11,-4.569,0,0.0356,0.199,0.304,0.737,94.984,149050,4,9,
0.386,0.812,,-5.435,1,0.054,0.0000719,0.0809,0.508,173.102,175720,4,10,
0.408,0.925,5,-4.88,1,0.0533,0.00877,0.12,0.361,126.405,206187,4,6,
0.4,0.986,1,-3.248,1,0.145,0.0000617,0.105,0.238,108.352,164133,4,6,
0.169,0.0612,3,-22.327,1,0.0397,0.846,0.0976,0.0337,74.525,2.535116667,4,7,
0.957,0.737,8,-3.829,1,0.0857,0.0743,0.0639,0.874,132.987,126440,4,5,
0.866,0.794,1,-5.085,1,0.207,0.0753,0.091,0.225,140.043,116612,4,5,
0.655,0.972,7,-3.502,1,0.0362,0.257,0.165,0.973,135.922,217093,4,10,
0.494,0.946,4,-2.757,1,0.0637,0.00129,0.398,0.741,103.408,169027,4,9,
0.45,0.735,9,-6.289,0,0.0319,0.0358,0.0686,0.149,77.528,211947,3,10,
0.604,0.818,4,-5.76,0,0.0295,0.569,0.103,0.434,114.999,211298,4,6,
0.18,0.965,3,-6.382,0,0.153,0.0000487,0.0698,0.223,172.935,300600,4,8,
0.337,0.374,11,-7.664,0,0.0434,0.974,0.114,0.621,86.998,3.108333333,4,7,
0.607,0.477,9,-12.904,1,0.0333,0.708,0.253,0.887,136.614,122600,4,10,
0.499,0.149,,-18.305,1,0.0314,0.771,0.115,0.363,139.815,692747,3,2,
0.247,0.786,2,-10.022,1,0.0508,0.0000355,0.106,0.449,143.386,261320,4,10,
0.566,0.57,2,-6.42,1,0.0329,0.688,0.0943,0.96,83.403,166240,4,2,
0.751,0.528,5,-10.874,0,0.0495,0.5,0.125,0.342,117.969,232760,4,6,
0.899,0.491,6,-11.043,0,0.259,0.148,0.411,0.826,107.706,287107,4,10,
0.463,0.336,,-6.488,0,0.0644,0.989,0.149,0.758,80.253,181653,4,9,
0.374,0.542,,-8.136,0,0.0552,0.699,0.102,0.419,183.745,223577,3,2,
0.545,0.348,8,-16.53,1,0.172,0.606,0.0935,0.346,88.91,213533,4,5,
0.78,0.653,2,-7.085,1,0.0311,0.42,0.0997,0.527,116.008,215293,4,6,
0.478,0.9,11,-6.973,0,0.0857,0.000694,0.425,0.192,105.047,206857,4,8,
0.415,0.245,2,-13.207,1,0.0282,0.496,0.157,0.612,90.861,5.841116667,4,3,
0.262,0.988,11,-4.922,0,0.253,0.00655,0.132,0.227,91.319,290280,4,8,
0.392,0.885,2,-7.725,1,0.0894,0.00156,0.11,0.589,169.892,248744,3,6,
0.617,0.822,7,-4.543,0,0.251,0.39,0.175,0.606,104.489,149598,4,9,
0.195,0.991,11,-3.615,1,0.209,0.000014,0.33,0.0853,96.541,270050,4,8,
0.186,0.922,5,-6.812,1,0.0877,0.000113,0.119,0.174,153.376,341786,4,8,
0.563,0.944,7,-7.634,1,0.0923,0.00112,0.293,0.35,106.483,212714,4,10,
0.721,0.238,,-17.28,1,0.0532,0.863,0.111,0.431,119.9,5.61445,4,7,
0.481,0.174,2,-15.988,1,0.0342,0.826,0.128,0.246,85.34,4.53623333,4,0,
0.511,0.357,5,-14.752,0,0.0334,0.807,0.181,0.673,155.158,3.31245,4,3,
0.28,0.276,3,-10.403,1,0.0446,0.901,0.127,0.282,171.345,152333,5,10,
